Title,Image URL,Synopsis,Genres,Released Year,Status,Other Names,Total Episodes
Spy x Family Season 2,https://gogocdn.net/cover/spy-x-family-season-2-1696012743.png,Plot Summary: ,"action, childcare, comedy, shounen",2023,Completed,SPY×FAMILY Season 2,12
Spy x Family Season 2 (Dub),https://gogocdn.net/cover/spy-x-family-season-2-dub.png,Plot Summary: ,"action, childcare, comedy, shounen",2023,Completed,SPY×FAMILY Season 2,12
SSSS.Dynazenon,https://gogocdn.net/cover/ssss-dynazenon.png,Plot Summary: ,"action, mecha, sci-fi",2021,Completed,SSSS.DYNAZENON,12
SSSS.Dynazenon (Dub),https://gogocdn.net/cover/ssss-dynazenon-dub.png,Plot Summary: ,"action, mecha, sci-fi",2021,Completed,,12
SSSS.Gridman,https://gogocdn.net/cover/ssss-gridman.png,Plot Summary: ,"action, mecha, sci-fi",2018,Completed,,12
SSSS.Gridman (Dub),https://gogocdn.net/cover/ssss-gridman-dub.png,Plot Summary: ,"action, mecha, sci-fi",2018,Completed,,12
Stand By Me Doraemon,https://gogocdn.net/cover/stand-by-me-doraemon.png,Plot Summary: ,"comedy, kids, sci-fi, shounen",2014,Completed,"Stand By Me Doraemon, STAND BY ME ドラえもん",1
Stand By Me Doraemon (Dub),https://gogocdn.net/cover/stand-by-me-doraemon-dub.png,Plot Summary: ,"comedy, kids, sci-fi, seinen",2014,Completed,STAND BY ME ドラえもん,1
Stand By Me Doraemon 2,https://gogocdn.net/cover/stand-by-me-doraemon-2.png,Plot Summary: ,"comedy, kids, sci-fi, seinen",2020,Completed,STAND BY ME ドラえもん ２,1
Stand By Me Doraemon 2 (Dub),https://gogocdn.net/cover/stand-by-me-doraemon-2-dub.png,Plot Summary: ,"comedy, kids, sci-fi, seinen",2020,Completed,STAND BY ME ドラえもん ２,1
Stand My Heroes: Piece of Truth,https://gogocdn.net/cover/stand-my-heroes-piece-of-truth.png,Plot Summary: ,"josei, mystery, romance",2019,Completed,スタンドマイヒーローズ PIECE OF TRUTH,12
Stand My Heroes: Piece of Truth (Dub),https://gogocdn.net/cover/stand-my-heroes-piece-of-truth-dub.png,Plot Summary: ,"josei, mystery, romance",2019,Completed,スタンドマイヒーローズ PIECE OF TRUTH,12
Stand My Heroes: Warmth of Memories,https://gogocdn.net/cover/stand-my-heroes-wormth-of-memories.png,Plot Summary: ,"mystery, romance, shoujo",2023,Completed,Stand My Heroes OVA ; スタンドマイヒーローズ,1
Star Chronicles,https://gogocdn.net/cover/star-chronicles.png,Plot Summary: ,"action, military, romance, sci-fi, space",2000,Completed,"Seikai no Senki, Banner of the Stars, 星界の戦旗",13
Star Driver,https://gogocdn.net/images/anime/S/Star-Driver.jpg,Plot Summary: ,"action, mecha, shounen",2010,Completed,"Star Driver: Kagayaki no Takuto, STAR DRIVER 輝きのタクト",25
Star Driver The Movie,https://gogocdn.net/images/anime/S/Star-Driver-The-Movie.jpg,Plot Summary: ,"action, mecha, shounen",2013,Completed,STAR DRIVER 輝きのタクト,1
Star Dust,https://gogocdn.net/cover/star-dust.png,Plot Summary: ,"sci-fi, space",1992,Completed,スター・ダスト,1
Star Fox Zero: The Battle Begins (Dub),https://gogocdn.net/cover/star-fox-zero-the-battle-begins-dub.png,Plot Summary: ,"action, sci-fi, space",0,Completed,スターフォックス ゼロ ザ・バトル・ビギンズ,1
Star Ocean EX,https://gogocdn.net/images/anime/S/Star-Ocean-EX.jpg,Plot Summary: ,"adventure, fantasy, sci-fi, shounen",2001,Completed,スターオーシャンEX,26
Star Ocean EX (Dub),https://gogocdn.net/cover/star-ocean-ex-dub.png,Plot Summary: ,"adventure, fantasy, sci-fi, shounen",2001,Completed,スターオーシャンEX,26
Star Wars: The Clone Wars (2008) (Dub),https://gogocdn.net/cover/star-wars-the-clone-wars-2008-dub.png,Plot Summary: ,"action, adventure, dub, fantasy, sci-fi",2008,Completed,,1
Star Wars: The Clone Wars Season 01 (Dub),https://gogocdn.net/cover/star-wars-the-clone-wars-season-01-dub.png,Plot Summary: ,"action, adventure",2008,Completed,,22
Star Wars: The Clone Wars Season 02 (Dub),https://gogocdn.net/cover/star-wars-the-clone-wars-season-02-dub.png,Plot Summary: ,"action, adventure",2008,Completed,,22
Star Wars: The Clone Wars Season 03 (Dub),https://gogocdn.net/cover/star-wars-the-clone-wars-season-03-dub.png,Plot Summary: ,"action, adventure",2008,Completed,,22
Star Wars: The Clone Wars Season 04 (Dub),https://gogocdn.net/cover/star-wars-the-clone-wars-season-04-dub.png,Plot Summary: ,"action, adventure",2007,Completed,,22
Star Wars: The Clone Wars Season 05 (Dub),https://gogocdn.net/cover/star-wars-the-clone-wars-season-05-dub.png,Plot Summary: ,"action, adventure",2008,Completed,,20
Star Wars: The Clone Wars Season 06 (Dub),https://gogocdn.net/cover/star-wars-the-clone-wars-season-06-dub.png,Plot Summary: ,"action, adventure",2007,Completed,,13
Star Wars: The Clone Wars Season 07 (Dub),https://gogocdn.net/cover/star-wars-the-clone-wars-season-07-dub.png,Plot Summary: ,"action, adventure",2007,Completed,,12
Star Wars: Visions,https://gogocdn.net/cover/star-wars-visions.png,Plot Summary: ,"fantasy, sci-fi",2021,Completed,スター・ウォーズ：ビジョンズ,9
Star Wars: Visions (Dub),https://gogocdn.net/cover/star-wars-visions-dub.png,Plot Summary: ,"fantasy, sci-fi",2021,Completed,スター・ウォーズ：ビジョンズ,9
Star Wars: Visions Volumn 2,https://gogocdn.net/cover/star-wars-visions-volumn-2.png,Plot Summary: ,"action, adventure, fantasy, sci-fi",2023,Completed,"スター・ウォーズ: ビジョンズ 2 
                           스타워즈: 비전 2 
                           星際大戰：異象 2 
                           Star Wars: Visions Season 2 
                           Star Wars: Visions",9
Star Wars: Visions Volumn 2 (Dub),https://gogocdn.net/cover/star-wars-visions-volumn-2-dub.png,Plot Summary: ,"action, adventure, fantasy, sci-fi",2023,Completed,"スター・ウォーズ: ビジョンズ 2 
                           스타워즈: 비전 2 
                           星際大戰：異象 2 
                           Star Wars: Visions Season 2 
                           Star Wars: Visions",9
Star☆Twinkle Precure,https://gogocdn.net/cover/startwinkle-precure.png,Plot Summary: ,"action, fantasy, magic, shoujo",2019,Completed,スター☆トゥインクルプリキュア,49
Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,https://gogocdn.net/cover/startwinkle-precure-hoshi-no-uta-ni-omoi-wo-komete.png,Plot Summary: ,"action, fantasy, magic, shoujo",2019,Completed,"映画スター☆トゥインクルプリキュア 星のうたに想いをこめて, Star Twinkle Precure The Movie - Wish Upon A Song Of Stars",1
Starbirds (Dub),https://gogocdn.net/cover/starbirds-dub.png,Plot Summary: ,"adventure, drama, mecha, romance, sci-fi, shounen",0,Completed,"闘将ダイモス Anime Online, Tosho Daimos Anime Online",1
Starmyu 2nd Season,https://gogocdn.net/cover/starmyu-2nd-season.png,Plot Summary: ,"music, school, slice-of-life",2017,Completed,"Koukou Hoshi Kageki 2nd Season, High School Star Musical 2nd Season, Starmu, 高校星歌劇［スタミュ］",12
Starmyu 3rd Season,https://gogocdn.net/cover/starmyu-3rd-season.png,Plot Summary: ,"music, school, slice-of-life",2019,Completed,高校星歌劇[スタミュ] 3rdシーズン,12
Starring Anchorwoman,https://gogocdn.net/cover/starring-anchorwoman.png,Plot Summary: ,"action, adventure, romance",2023,Completed,头牌主播,30
Starry Sky,https://gogocdn.net/images/anime/S/Starry-Sky.jpg,Plot Summary: ,"harem, school, shoujo",2010,Completed,"Starry☆Sky, スタ☆スカ",26
Stars*Collection!,https://gogocdn.net/cover/starscollection.png,Plot Summary: ,comedy,2022,Ongoing,"スターズこれくしょん！, StarColle",61
Starship Operators,https://gogocdn.net/cover/starship-operators.png,Plot Summary: ,"drama, military, sci-fi, space",2005,Completed,スターシップ・オペレーターズ,13
Starship Operators (Dub),https://gogocdn.net/cover/starship-operators-dub.png,Plot Summary: ,"drama, military, sci-fi, space",2005,Completed,スターシップ・オペレーターズ,13
Starship Troopers,https://gogocdn.net/images/anime/S/Starship-Troopers.jpg,Plot Summary: ,"action, military, sci-fi",1988,Completed,"Uchuu no Senshi, 宇宙の戦士",6
Starship Troopers: Invasion (Dub),https://gogocdn.net/cover/starship-troopers-invasion-dub.png,Plot Summary: ,"action, military, sci-fi",2012,Completed,スターシップ・トゥルーパーズ インベイジョン,1
Starship Troopers: Red Planet (Dub),https://gogocdn.net/cover/starship-troopers-red-planet-dub.png,Plot Summary: ,"action, adventure, military",2017,Completed,"Starship Troopers: Traitor of Mars, スターシップ・トゥルーパーズ レッドプラネット",1
Start Reborn A Thousand Time,https://gogocdn.net/cover/start-reborn-a-thousand-time.png,Plot Summary: ,"action, adventure",2022,Completed,,45
Start Reborn A Thousand Time 2th Season,https://gogocdn.net/cover/start-reborn-a-thousand-time-2th-season.png,Plot Summary: ,action,2022,Ongoing,开局重生一千次 第二季,60
Start To Create The End of The World Martial Arts,https://gogocdn.net/cover/start-to-create-the-end-of-the-world-martial-arts.png,Plot Summary: ,"action, adventure, fantasy, romance",2023,Ongoing,"开局创造末世武姬 
                           Kai Ju Chuang Zao Mo Shi Wu Ji",12
Starting from Gu Huoniao: Dragon City Hegemony,https://gogocdn.net/cover/starting-from-gu-huoniao-dragon-city-hegemony.png,Plot Summary: ,"action, adventure, fantasy",2022,Ongoing,"从姑获鸟开始, Start with Gusuobird, Starting from Gu Huoniao: Dragon City Hegemony, 从姑获鸟开始：龙城争霸·动态漫, Super Time-traveller",25
Starting Out With Max Favorability,https://gogocdn.net/cover/starting-out-with-max-favorability.png,Plot Summary: ,"action, adventure, drama, fantasy, harem, shounen",2024,Ongoing,"Kaiju Dian Man Meili Zhi, A Partir del Encanto Máximo, Bắt Đầu Làm Đầy Điểm Mị Lực, Full Charm At The Beginning, Kāijú Diǎn Mǎn Mèilì Zhí, Starting Out With Max Favorability, Starting With Full Charisma Points, 开局点满魅力值",12
"Starting With a Cheat, I’m Invincible Now",https://gogocdn.net/cover/starting-with-a-cheat-im-invincible-now.png,Plot Summary: ,"action, adventure, fantasy",2024,Ongoing,"开局送外挂，爷无敌了, Give me a plug-in at the beginning I am invincible, Starting With a Cheat I’m Invincible Now, Been Given a Cheat code at the Beginning I am Invincible",56
Starting With a Penny,https://gogocdn.net/cover/starting-with-a-penny.png,Plot Summary: ,"action, drama, fantasy, harem, historical, romance",2023,Ongoing,"A Penny in The Beginning, A Penny at The Beginning, 开局一文钱 动态漫画, 开局一文钱, Kaiju Yiwen Qian, Kāijú Yīwén Qián, Starting With a Penny, 开局一文钱, 开局一文钱动态漫画第一季, 开局一文钱·动态漫",20
Starting With a Reward of 100 Million Lives,https://gogocdn.net/cover/starting-with-a-reward-of-100-million-lives.png,Plot Summary: ,"action, drama, fantasy, historical, martial-arts, shounen",2024,Ongoing,"Starting With a Reward of 100 Million Lives, Beginning With 100 Million Lives as the Rewards, Kaiju Jiangli Yi Yi Tiao Ming, Kāijú Jiǎnglì Yī Yì Tiáo Mìng, Opening Bonus of 100 Million Lives, 开局奖励一亿条命",16
Starting with Ten Thousand Push-ups,https://gogocdn.net/cover/starting-with-ten-thousand-push-ups.png,Plot Summary: ,"action, adventure, fantasy",2024,Ongoing,"Starting with Ten Thousand Push-ups: Slaying the Gods, Ten thousand push-ups at the beginning: kill the gods, 开局一万俯卧撑：轰杀神明",35
Static Shock (Dub),https://gogocdn.net/cover/static-shock-dub.png,Plot Summary: ,"action, adventure, comedy",0,Completed,,52
Steam Detectives,https://gogocdn.net/images/anime/S/Steam-Detectives.jpg,Plot Summary: ,"action, mecha, mystery, police",1998,Completed,"Kaiketsu Jouki Tanteidan, Kaiketsu Jouki Tanteidan",26
Steam Detectives (Dub),https://gogocdn.net/cover/steam-detectives-dub.png,Plot Summary: ,"action, mecha, mystery, police",1998,Completed,"Kaiketsu Jouki Tanteidan, Kaiketsu Jouki Tanteidan",26
Steamboy,https://gogocdn.net/images/anime/S/Steamboy.jpg,Plot Summary: ,"action, adventure, drama, historical, military, sci-fi",2004,Completed,スチームボーイ,1
Steamboy (Dub),https://gogocdn.net/cover/steamboy-dub.png,Plot Summary: ,"action, adventure, drama, historical, military, sci-fi",2004,Completed,スチームボーイ,1
Steel Angel Kurumi,https://gogocdn.net/images/anime/S/Steel-Angel-Kurumi.jpg,Plot Summary: ,"adventure, comedy, drama, historical, mecha, military, romance, shounen",1999,Completed,"Koutetsu Tenshi Kurumi, 鋼鉄天使くるみ",24
Steel Angel Kurumi (Dub),https://gogocdn.net/cover/steel-angel-kurumi-dub.png,Plot Summary: ,"adventure, comedy, drama, historical, mecha, military, romance, shounen",1999,Completed,"Koutetsu Tenshi Kurumi, 鋼鉄天使くるみ",24
Steel Angel Kurumi 2,https://gogocdn.net/images/anime/S/Steel-Angel-Kurumi-2.jpg,Plot Summary: ,"comedy, mecha, romance, sci-fi, shoujo-ai, shounen",2001,Completed,"Koutetsu Tenshi Kurumi 2, 鋼鉄天使くるみ2式",12
Steel Angel Kurumi 2 (Dub),https://gogocdn.net/cover/steel-angel-kurumi-2-dub.png,Plot Summary: ,"comedy, mecha, romance, sci-fi, shoujo-ai, shounen",2001,Completed,"Koutetsu Tenshi Kurumi 2, 鋼鉄天使くるみ2式",12
Steel Angel Kurumi Encore (Dub),https://gogocdn.net/cover/steel-angel-kurumi-encore-dub.png,Plot Summary: ,"comedy, historical, romance, sci-fi, shounen",2000,Completed,"Koutetsu Tenshi Kurumi Encore, 鋼鉄天使くるみ 25-28話",4
Steel Angel Kurumi Zero,https://gogocdn.net/images/anime/S/Steel-Angel-Kurumi-Zero.jpg,Plot Summary: ,"drama, romance, sci-fi",2001,Completed,鋼鉄天使くるみ零,3
Steins;Gate,https://gogocdn.net/images/anime/S/Steins-Gate.jpg,Plot Summary: ,"sci-fi, thriller",2011,Completed,シュタインズ・ゲート,25
Steins;Gate (Dub),https://gogocdn.net/cover/steinsgate-dub.png,Plot Summary: ,"sci-fi, thriller",2011,Completed,シュタインズ・ゲート,25
Steins;Gate 0,https://gogocdn.net/cover/steinsgate-0.png,Plot Summary: ,"sci-fi, thriller",2018,Completed,"Steins,Gate Zero, シュタインズ・ゲート ゼロ",23
Steins;Gate 0 (Dub),https://gogocdn.net/cover/steinsgate-0-dub.png,Plot Summary: ,"sci-fi, thriller",2018,Completed,"Steins,Gate Zero, シュタインズ・ゲート ゼロ",24
Steins;Gate 0 Special,https://gogocdn.net/cover/steinsgate-0-special.png,Plot Summary: ,"sci-fi, thriller",2018,Completed,シュタインズ・ゲート ゼロ,1
Steins;Gate Movie: Fuka Ryouiki no Déjà vu (Dub),https://gogocdn.net/cover/steinsgate-movie-fuka-ryouiki-no-deja-vu-dub.png,Plot Summary: ,"drama, sci-fi",2013,Completed,"Steins;Gate: The Movie − Load Region of Déjà Vu, 劇場版 シュタインズゲート 負荷領域のデジャヴ",1
Steins;Gate: Fuka Ryouiki no Deja vu,https://gogocdn.net/images/anime/S/Steins-Gate-Fuka-Ryouiki-no-Deja-vu.jpg,Plot Summary: ,"sci-fi, thriller",2013,Completed,"Steins;Gate Movie: Fuka Ryouiki no Déjà vu, 劇場版 シュタインズゲート 負荷領域のデジャヴ",1
Steins;Gate: Kyoukaimenjou no Missing Link,https://gogocdn.net/images/upload/77324.jpg,Plot Summary: ,"sci-fi, thriller",2015,Completed,"Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero, シュタインズ・ゲート境界面上のミッシングリンク-Divide By Zero-",1
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,https://gogocdn.net/cover/steinsgate-kyoukaimenjou-no-missing-link-divide-by-zero.png,Plot Summary: ,"sci-fi, thriller",2015,Completed,シュタインズ・ゲート境界面上のミッシングリンク-Divide By Zero-,1
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero (Dub),https://gogocdn.net/cover/steinsgate-kyoukaimenjou-no-missing-link-divide-by-zero-dub.png,Plot Summary: ,"sci-fi, thriller",2015,Completed,シュタインズ・ゲート境界面上のミッシングリンク-Divide By Zero-,1
Steins;Gate: Soumei Eichi no Cognitive Computing,https://gogocdn.net/images/fall/68889.jpg,Plot Summary: ,comedy,2014,Completed,Steins;Gate 聡明叡智のコグニティブ・コンピューティング,4
Stella Jogakuin Koutouka C3-bu,https://gogocdn.net/images/anime/Stella-Jogakuin-Koutouka-C3-bu.jpg,Plot Summary: ,"military, school, sports",2013,Completed,"Stella Jogakuin Koutou-ka C³-bu, Stella Women's Academy, High School Division Class C³, Stella Women's Academy, High School Division Class C³",13
Stella no Mahou,https://gogocdn.net/cover/stella-no-mahou.png,Plot Summary: ,"comedy, school, slice-of-life",2016,Completed,"Magic of Stella, ステラのまほう",12
Stella no Mahou Specials,https://gogocdn.net/cover/stella-no-mahou-specials.png,Plot Summary: ,"comedy, school, slice-of-life",2017,Completed,"Magic of Stella, ステラのまほう",2
Stitch to Suna no Wakusei,https://gogocdn.net/cover/stitch-to-suna-no-wakusei.png,Plot Summary: ,"adventure, comedy, sci-fi",2012,Completed,"Stitch and the Planet of Sand, スティッチと砂の惑星",2
Stitch!,https://gogocdn.net/cover/stitch.png,Plot Summary: ,"adventure, comedy, kids",2008,Completed,スティッチ！,25
Stitch! (Dub),https://gogocdn.net/cover/stitch-dub.png,Plot Summary: ,"adventure, comedy, kids",2008,Completed,スティッチ！,26
Stitch! Itazura Alien no Daibouken,https://gogocdn.net/cover/stitch-itazura-alien-no-daibouken.png,Plot Summary: ,"adventure, comedy, kids",2009,Completed,"Stitch! The Mischievous Alien's Great Adventure, スティッチ！～いたずらエイリアンの大冒険～",29
Stitch! Perfect Memory,https://gogocdn.net/cover/stitch-perfect-memory.png,Plot Summary: ,"adventure, comedy, sci-fi",2015,Completed,スティッチ! パーフェクト・メモリー,2
Stitch!: Itazura Alien no Daibouken - Uchuu Ichi no Oniichan,https://gogocdn.net/cover/stitch-itazura-alien-no-daibouken-uchuu-ichi-no-oniichan.png,Plot Summary: ,"adventure, comedy, kids, sci-fi",2010,Completed,"Stitch: Son of Sprout, スティッチ！～いたずらエイリアンの大冒険～ 宇宙一のお兄ちゃん",1
Stitch!: Itazura Alien no Daibouken (Dub),https://gogocdn.net/cover/stitch-itazura-alien-no-daibouken-dub.png,Plot Summary: ,"adventure, comedy, kids, sci-fi",2009,Completed,Stitch! 2,29
